perturbation,KNN_RMSE,KNN_Pearson,XGBoost_RMSE,XGBoost_Pearson,MLP_RMSE,MLP_Pearson,ElasticNet_RMSE,ElasticNet_Pearson,ElasticNet_1024_RMSE,ElasticNet_1024_Pearson,Pearson_Improvement,RMSE_Improvement
CDX2,0.1686212311362696,0.0467237648757724,0.1679359842580096,0.0321038990619885,0.1975058769695153,-0.0133200694050955,0.1678576746571744,0.0400332503437623,0.168039276085328,0.0060952010261554,-0.033938049317606904,-0.00018160142815359936
CEBPA,0.2232889366731552,0.0249519196181181,0.2222519540158166,0.0284397327019177,0.2211913034369514,0.0610701287280807,0.2216947824875847,0.0208375082064458,0.2214140764651336,0.040918168514764,0.0200806603083182,0.0002807060224510882
CEBPB,0.2070642075510753,0.0320626512508823,0.2054580694448805,0.0480492403032188,0.2212766712345981,0.0264751528466158,0.204473198943344,0.0767682671153418,0.2049679165488884,0.03131756491104,-0.04545070220430181,-0.000494717605544398
CREBBP,0.1069200937260021,0.0275518898771089,0.1064100488663545,0.0295466750535028,0.1135659290718936,0.0260031364646642,0.1063325313631666,0.0361735318001677,0.1063632370482386,0.0088776278273036,-0.027295903972864098,-3.0705685072004996e-05
DLX2,0.1157140117812159,0.0146094090466416,0.1152923966278686,0.002675031075996,0.1348111586275764,-0.0860766171030296,0.1150088235341384,0.022192063314969,0.1149842338951462,0.0378456213238941,0.0156535580089251,2.4589638992197904e-05
DLX3,0.1667126322137889,0.0545973090044448,0.1661705995097568,0.0190466732461652,0.1755539422307237,-0.0245392968623385,0.1656334782079422,0.0505013351928982,0.1657086536998388,0.013132514159385,-0.0373688210335132,-7.517549189661743e-05
DMRT1,0.1573105596712382,0.0104903556288287,0.1563484127311064,0.0175646611272451,0.1617495302084759,0.0501039699903497,0.156603959590852,-0.0049129890447455,0.1565769791828326,0.0367971724951752,0.0417101615399207,2.698040801940582e-05
DNAJC1,0.1358345064079172,0.0233100714814891,0.1294699720098554,0.0010912091766518,0.120850162877469,-0.0075112458664212,0.1234540316763933,-0.0160663343652923,0.1233840334481299,0.0079066408908604,0.023972975256152704,6.999822826339597e-05
EBF2,0.1356594097222538,0.0483566216910609,0.1354667716546987,0.0111500854141543,0.1577921032269045,0.0369832032038936,0.1353134763531452,0.0207625014581956,0.1352899928594,0.0205341749488257,-0.00022832650936989787,2.34834937452022e-05
EBF3,0.1910622144726582,0.0609589251557648,0.1902355988985344,0.0839175440657025,0.199478576922862,0.0364019512470937,0.1903022479761394,0.0675188216835676,0.1906838810255204,0.024999345602466,-0.0425194760811016,-0.00038163304938099163
