perturbation,KNN_RMSE,KNN_Pearson,XGBoost_RMSE,XGBoost_Pearson,MLP_RMSE,MLP_Pearson,ElasticNet_RMSE,ElasticNet_Pearson,ElasticNet_1024_RMSE,ElasticNet_1024_Pearson,Pearson_Improvement,RMSE_Improvement
EBF3,0.1914867672923414,0.0128031480806495,0.190236848717394,0.068887883188082,0.2130562812171309,0.0781075256395529,0.1898578132570086,0.0890516042813616,0.1897184084743992,0.1052001237342238,0.016148519452862206,0.0001394047826094036
EGR2,0.1462981822323531,0.0199365756937112,0.1448539733858832,0.0444247564997604,0.1928377959793884,0.0066807754773416,0.1450079742620478,0.0595772634858276,0.145089085349366,0.0409705607665803,-0.018606702719247296,-8.111108731817529e-05
EGR3,0.1552136343766705,0.0820625130196387,0.154335798155248,0.1004088805188449,0.1947045239814495,0.0191124496915037,0.154672615906323,0.0862259681053783,0.1544827162562745,0.1010733832079698,0.014847415102591494,0.0001898996500485084
ELF4,0.1106216995274784,0.0735022051702549,0.1104320473076258,0.0812487626195838,0.12458229324071,0.0912611049459889,0.1102501616609926,0.0963634961382074,0.11032557854555,0.0954518922695336,-0.0009116038686737965,-7.541688455740825e-05
ELK3,0.0898596038526757,0.0967841581443537,0.09003387574227,0.0625673441509245,0.0992345444544944,0.0535217673251759,0.0889396931868078,0.119594563659705,0.0890785057909185,0.1033927727802449,-0.016201790879460096,-0.00013881260411069407
EOMES,0.3611777347995777,0.1073674888816542,0.3535382380855628,0.1646276125729828,0.370854061079374,0.1673001605071877,0.3556759889049193,0.1531630785548199,0.3543006977888302,0.1806749853494031,0.027511906794583207,0.0013752911160890835
EP300,0.1389615239430916,0.1055396187349377,0.139001430196488,0.0913111023783538,0.1616400012533348,0.1080897134190432,0.138499261178174,0.1245416209767134,0.1367437926894468,0.20063039412717,0.07608877315045659,0.0017554684887271799
EPAS1,0.0970134365687684,0.099338498295051,0.0958299546763075,0.0683008581708374,0.1426303148753806,0.0343366806170497,0.0948637416184567,0.1151321852280809,0.095220830241105,0.0766125940022606,-0.0385195912258203,-0.00035708862264829944
ESX1,0.1916457331214991,0.0549055714964912,0.1914234628501938,0.0394600347096893,0.2071814688376812,0.070636345276136,0.1904941695870763,0.0781763381569507,0.1909798453427596,-0.0020149090021337,-0.0801912471590844,-0.00048567575568331245
ETS1,0.1892772238596323,0.1222977372649074,0.1889109032719357,0.1430665933409506,0.2132799101272897,0.0860548216457059,0.1882850253960999,0.151658533259346,0.1869988539302265,0.1941752098543392,0.0425166765949932,0.001286171465873398
