perturbation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31
CDX2,0.01907207,0.029283008,0.023081329,0.018819569,0.046114467,0.023870455,0.024750324,0.0538163,0.035979614,0.026529465,0.03981374,0.03426172,0.023524728,0.031669736,0.042746216,0.029174145,0.035858203,0.039366633,0.060168695,0.03659952,0.025885502,0.03525603,0.031847995,0.01943429,0.020414274,0.02918862,0.01903532,0.026452038,0.027584674,0.028176742,0.04063933,0.021585194
CEBPA,0.08603614,0.022873271,0.10327402,0.08532363,0.026330585,0.013840558,0.03768105,0.02276529,0.033708222,0.017250707,0.026082018,0.0145426225,0.025005242,0.02484245,0.039129984,0.018186975,0.057887148,0.02280786,0.05209516,0.022127839,0.012400901,0.017795669,0.03356356,0.0277343,0.03244838,0.013561356,0.0157857,0.01719931,0.020718852,0.018042043,0.018659936,0.020299142
CEBPB,0.040327504,0.05260082,0.075270265,0.027270565,0.019563122,0.028317269,0.040446345,0.031590126,0.018223846,0.025615329,0.025004502,0.02679265,0.04845849,0.041953847,0.02041005,0.018037513,0.02360567,0.034196433,0.032405082,0.021959938,0.017390769,0.053755816,0.033729717,0.024414103,0.03649533,0.0474737,0.019995166,0.019225424,0.02730248,0.0213079,0.0238145,0.023045715
CREBBP,0.027038021,0.031130703,0.029268408,0.031151742,0.026432253,0.026859125,0.027497873,0.041933455,0.027085448,0.02087014,0.021942599,0.02802268,0.04753843,0.028139548,0.032979377,0.032118812,0.030225953,0.031322077,0.034674175,0.029376445,0.026581973,0.03172022,0.032793768,0.054735515,0.029703831,0.033792496,0.023977095,0.031537395,0.029497955,0.03798606,0.032879915,0.029186517
DLX2,0.03609673,0.031177545,0.051128075,0.03206534,0.01923513,0.039729886,0.025004039,0.03249253,0.106460005,0.016352456,0.030362044,0.02853038,0.01760371,0.0442947,0.019644586,0.022839589,0.026394976,0.02617353,0.04592809,0.02038474,0.021877736,0.026159825,0.028152945,0.025233213,0.011873183,0.04226412,0.023894912,0.022927273,0.021408191,0.03911719,0.037356924,0.027836466
DLX3,0.024595533,0.044685487,0.089253105,0.09369559,0.02914365,0.02844554,0.0209903,0.017811682,0.15919001,0.037634432,0.015344056,0.048606526,0.015584652,0.020469604,0.031744074,0.019684214,0.020404957,0.018418182,0.019055068,0.02672078,0.0119532505,0.027087878,0.01607095,0.022832192,0.01729461,0.015632356,0.01506503,0.016786806,0.0200446,0.011948135,0.028455745,0.015351027
DMRT1,0.025122102,0.027688267,0.033426933,0.032821655,0.027206812,0.028810328,0.030998494,0.027652865,0.030984178,0.032359134,0.03716393,0.03568207,0.03140706,0.027260983,0.030570518,0.04660313,0.031613115,0.020096598,0.031493794,0.028007858,0.029561304,0.040423047,0.024032602,0.032972164,0.027915617,0.03268286,0.030062359,0.024286015,0.03713617,0.03707535,0.029761925,0.03712076
DNAJC1,0.1505533,0.004244577,0.0096460795,0.0036754587,0.0037369546,0.0045489324,0.008555079,0.3312841,0.004570693,0.0043686973,0.004453871,0.004766308,0.004280137,0.101847894,0.0049388683,0.0063167084,0.0040845578,0.004911713,0.0043600467,0.0040043686,0.0044642165,0.005027118,0.0043690675,0.026837422,0.14874683,0.00432531,0.004802743,0.056966506,0.0038698313,0.004059848,0.06253679,0.0048460215
EBF2,0.03099052,0.027375886,0.03664627,0.048332192,0.03278428,0.030225638,0.026250131,0.039524447,0.030842023,0.03054759,0.03409115,0.027907142,0.024675865,0.057792902,0.026452309,0.026333874,0.028984062,0.041190434,0.02543795,0.034181014,0.029420089,0.025715016,0.021987988,0.023539087,0.017513279,0.027940106,0.036666106,0.034337338,0.023799626,0.027132642,0.044771586,0.026611434
EBF3,0.009496734,0.032070953,0.030030219,0.02961051,0.022937212,0.036614124,0.025555931,0.03189449,0.03580671,0.041630775,0.03857894,0.03455902,0.038957108,0.03513095,0.024009712,0.023488862,0.027765706,0.025267381,0.028785769,0.033259593,0.03232429,0.03159835,0.061507076,0.026851457,0.030243278,0.0343035,0.033601597,0.030412504,0.02862526,0.02751071,0.029492522,0.028078811
EGR2,0.058194734,0.042066075,0.044291794,0.030550754,0.06458538,0.034430843,0.020308448,0.021701898,0.026703576,0.058875367,0.023295254,0.04079658,0.010126211,0.03533016,0.0,0.020657394,0.029402904,0.030061616,0.027829904,0.04663672,0.026559006,0.051449165,0.07096537,0.01719488,0.02213789,0.015381364,0.029689105,0.021738524,0.018114805,0.013425118,0.026911663,0.020587448
EGR3,0.024116747,0.029994061,0.033710394,0.032006722,0.048242748,0.021273494,0.032412734,0.044400122,0.033856355,0.04789564,0.021038694,0.04358416,0.020843456,0.04611143,0.028831478,0.028205449,0.03369812,0.025872849,0.022747295,0.037254833,0.022433743,0.032404523,0.04290824,0.024126023,0.023776803,0.02789533,0.03050547,0.025678497,0.02187404,0.030052554,0.038352232,0.023895822
ELF4,0.034068793,0.031129176,0.030689662,0.030496271,0.031723782,0.028652428,0.027311988,0.033671524,0.029633682,0.029529246,0.038939584,0.031567,0.030985598,0.032987557,0.034727413,0.02541707,0.030937985,0.03324906,0.033130277,0.029635068,0.032208487,0.030481199,0.025374563,0.02954431,0.02713051,0.028175201,0.03086961,0.028361268,0.033755105,0.036328055,0.03263864,0.03664991
ELK3,0.013118311,0.023459421,0.022406861,0.0142700765,0.016319517,0.009919515,0.15188597,0.013778425,0.007847958,0.019604806,0.04600615,0.016510302,0.018330649,0.0776701,0.017982129,0.01827038,0.01400064,0.007158064,0.017779369,0.016274935,0.27881843,0.008742678,0.01645566,0.015128702,0.031145552,0.01799045,0.016562603,0.018021861,0.014905722,0.010893041,0.019329648,0.009412103
EOMES,0.06327837,0.05863708,0.011405823,0.06923844,0.08427696,0.0078973435,0.027523635,0.0144715905,0.010083388,0.01851875,0.020393124,0.003777545,0.0038032648,0.007947472,0.018464994,0.009464744,0.058303755,0.027999826,0.050573863,0.029176425,0.024845287,0.0463902,0.011283162,0.04095629,0.029590297,0.06319459,0.031472318,0.010630848,0.009823289,0.030579872,0.043367177,0.0626302
EP300,0.059459735,0.051729333,0.02199419,0.025938809,0.025513455,0.030474762,0.0235739,0.037951134,0.028393185,0.02858467,0.022120887,0.03756494,0.029631494,0.025882427,0.028750308,0.03365787,0.036149014,0.032326456,0.030383192,0.022481361,0.023113621,0.031835515,0.024479467,0.04542245,0.024397478,0.031021161,0.02974861,0.029214026,0.030482955,0.047319558,0.02321459,0.027189491
EPAS1,0.016013186,0.017620804,0.1905989,0.023019148,0.0077284337,0.01889114,0.09823166,0.017192025,0.028630117,0.037052263,0.015067145,0.016101848,0.022526236,0.017949548,0.023662193,0.015224937,0.040270682,0.018150683,0.017129583,0.015757635,0.013647205,0.018450413,0.1478268,0.013307334,0.030087875,0.009606773,0.029639285,0.019473655,0.011450731,0.014426605,0.014021304,0.021243818
ESX1,0.033783942,0.019971525,0.026686631,0.02176344,0.020915383,0.023476167,0.035032243,0.031142425,0.06372623,0.023546953,0.0643523,0.026752297,0.018649299,0.022915997,0.02762301,0.029039942,0.055192925,0.019264448,0.030437566,0.030076392,0.023821905,0.04871772,0.022921722,0.06379727,0.033584382,0.028883608,0.031555455,0.024088142,0.016016327,0.027941398,0.023868535,0.030454373
ETS1,0.02625239,0.023771306,0.027280977,0.028124144,0.03637521,0.024116728,0.03051172,0.03163886,0.022137605,0.025241757,0.029626433,0.04576359,0.0337407,0.035419654,0.038793694,0.034932584,0.026662517,0.03604382,0.041139513,0.02504839,0.040175665,0.037514575,0.026785301,0.021095686,0.031460952,0.023985762,0.027171178,0.028704049,0.052317683,0.03324028,0.02495728,0.029969975
FEZF2,0.061907478,0.022959119,0.048274625,0.025674531,0.029586121,0.029289884,0.031908885,0.021916963,0.03309745,0.025692344,0.034367498,0.024255622,0.02582382,0.031223066,0.022972684,0.027337251,0.036246248,0.021672647,0.031544194,0.027771197,0.023028126,0.02613159,0.035592824,0.033783797,0.071936436,0.027244655,0.046498258,0.023941385,0.028043762,0.02492551,0.026345264,0.019006731
FLI1,0.022023613,0.0,0.028310945,0.0,0.044113025,0.021106599,0.038625926,0.025705865,0.035860255,0.0,0.032093246,0.03575969,0.037713613,0.023740046,0.022528647,0.027152155,0.05819159,0.06686477,0.038907122,0.038894385,0.09028889,0.039588317,0.024249267,0.023886815,0.02870401,0.023368984,0.044929504,0.03062105,0.035563838,0.0,0.03351242,0.027695319
FOSB,0.019504601,0.02054134,0.05777873,0.052704077,0.03489514,0.01679299,0.02940347,0.04472178,0.03285451,0.023556432,0.038711026,0.026890105,0.03961999,0.042708606,0.021869441,0.03812486,0.024649633,0.032907244,0.062140666,0.022036396,0.03590514,0.020567924,0.037524182,0.01948953,0.03141688,0.025962545,0.03762525,0.029087713,0.016324159,0.025094211,0.022457303,0.016134167
FOSL1,0.030750228,0.02866522,0.032391876,0.02865139,0.029934946,0.024578847,0.026220227,0.034208767,0.029592099,0.03889468,0.030750968,0.03199946,0.030653087,0.031969357,0.031117018,0.030667325,0.036105152,0.027506012,0.02972722,0.03169596,0.043509193,0.035753712,0.0306752,0.028708134,0.044472113,0.025584763,0.030229744,0.033395186,0.02621641,0.0436619,0.03099021,0.010723547
FOSL2,0.02608239,0.030130338,0.030061075,0.034949042,0.016597377,0.025395053,0.030703349,0.03435808,0.027330875,0.034816645,0.029219097,0.033823207,0.034845456,0.031082744,0.021166122,0.03291511,0.028829945,0.04239942,0.034819603,0.031592004,0.032914206,0.030556733,0.026119087,0.030680846,0.041538797,0.033238195,0.028815916,0.02934785,0.03404551,0.03311422,0.031007782,0.037504002
FOXA3,0.028444327,0.03426785,0.025416685,0.035780624,0.041220203,0.0302026,0.03582168,0.045712147,0.027318818,0.027617643,0.02647611,0.050522014,0.032635245,0.044698864,0.019743815,0.02980823,0.030907825,0.02885151,0.031784274,0.027142975,0.060688034,0.036840603,0.019607203,0.022450523,0.027131736,0.021980701,0.036623046,0.027388554,0.019039404,0.032340165,0.02075009,0.020786531
FOXC1,0.038341474,0.029495098,0.032790944,0.038734518,0.034003,0.023097226,0.026231678,0.029055549,0.025573619,0.02768334,0.044274047,0.028597353,0.02171877,0.027929865,0.033656724,0.02297699,0.026674977,0.018765768,0.06315401,0.030978177,0.02486323,0.027695548,0.045695655,0.026780622,0.028103763,0.028450295,0.028667549,0.026894052,0.03198033,0.038262308,0.028747307,0.04012618
FOXC2,0.020837186,0.03889291,0.0131673645,0.02075241,0.034572523,0.016775027,0.03505212,0.034019195,0.035531715,0.02724262,0.027351085,0.09509216,0.014859376,0.01995925,0.03952491,0.025332114,0.028138751,0.02464046,0.029489568,0.053727128,0.019164527,0.03580728,0.02359557,0.020248156,0.056633204,0.02931362,0.028454613,0.023500923,0.042531364,0.026089255,0.039596636,0.020106927
FOXD1,0.05355121,0.013723825,0.030852254,0.010887969,0.011232122,0.038536042,0.012661246,0.053963292,0.011141219,0.009314834,0.03784173,0.01215183,0.16034667,0.012360476,0.12669608,0.0143763665,0.013144313,0.0150904935,0.1376882,0.0124318795,0.015791481,0.033285003,0.01599085,0.014663008,0.017741317,0.030703753,0.011073035,0.010263654,0.012132889,0.0131915,0.015011242,0.022160124
FOXD2,0.02449766,0.04454627,0.02875804,0.04108975,0.053128336,0.022793371,0.025845263,0.030184302,0.02618823,0.020455098,0.026237706,0.023616051,0.035632685,0.044169668,0.024963956,0.037221055,0.032795206,0.04125392,0.028426336,0.030016232,0.032775734,0.036308113,0.045145083,0.03105004,0.026800001,0.025572246,0.025130676,0.026940899,0.025901012,0.034047887,0.022251885,0.02625725
FOXD3,0.02475682,0.033831343,0.03527303,0.033325817,0.029258579,0.0116117215,0.0344112,0.032923594,0.03209187,0.032798924,0.039108805,0.029277502,0.034997936,0.028156454,0.030989744,0.027040131,0.03320996,0.030385345,0.036131334,0.031363435,0.030917393,0.032840367,0.032414176,0.035286747,0.024518773,0.03185508,0.033198826,0.0359732,0.02771632,0.0327783,0.027616033,0.03394118
FOXE1,0.029157136,0.031194875,0.021784466,0.04623186,0.06744163,0.02663798,0.13313086,0.026695937,0.014984326,0.022459248,0.03721138,0.037418224,0.021348286,0.02679969,0.02301536,0.023565553,0.04304947,0.030555738,0.02258989,0.02351747,0.01978883,0.02258737,0.020085966,0.03848676,0.029231777,0.021720367,0.021362945,0.024292927,0.025963524,0.029529886,0.020288877,0.017871419
FOXE3,0.02718854,0.027504958,0.028877048,0.018804153,0.03430187,0.025970845,0.030612016,0.041664284,0.032558594,0.024733467,0.032985587,0.033485845,0.0336853,0.052023035,0.02720589,0.03293864,0.03383311,0.028225131,0.04360689,0.021090252,0.03192518,0.026699442,0.03409834,0.028727088,0.03271055,0.030644685,0.024660919,0.03475642,0.028719662,0.035731193,0.032655578,0.027375447
FOXF1,0.029876983,0.021921592,0.025236879,0.028221348,0.027231142,0.028990518,0.03933963,0.038591478,0.028944533,0.02804254,0.031906895,0.03141086,0.0357744,0.04899249,0.0327855,0.03154961,0.03184853,0.028717525,0.051650047,0.027067203,0.026538966,0.026485164,0.03103024,0.04144595,0.030974174,0.029885555,0.035149317,0.024097793,0.029613556,0.027432073,0.023894737,0.025352703
FOXF2,0.03069737,0.027502382,0.024081454,0.03294228,0.027829591,0.027961131,0.032992557,0.044893228,0.026778808,0.026424361,0.02910687,0.03788216,0.038740292,0.0661793,0.030553617,0.034702018,0.03303853,0.031627987,0.03362852,0.027982363,0.024704563,0.034349665,0.025261855,0.041182965,0.034210045,0.026292337,0.02470886,0.023566267,0.029090554,0.023250453,0.023808135,0.024029577
FOXI3,0.0246576,0.015554591,0.06320788,0.026767958,0.020020427,0.03037756,0.020506939,0.029866202,0.028313052,0.028772373,0.023299117,0.03682666,0.029920986,0.023083936,0.023413595,0.03734626,0.023281926,0.030269252,0.04493301,0.042750567,0.086033106,0.031118546,0.020539295,0.022168254,0.022404583,0.047025613,0.039981313,0.03250994,0.020851558,0.026722927,0.023502411,0.023972495
FOXJ1,0.18742304,0.0012603977,0.002011632,0.05821219,0.0022662145,0.0021384635,0.16116466,0.24631718,0.12450657,0.0015821217,0.002149028,0.0021654514,0.032935124,0.0021672614,0.002880929,0.003075572,0.0022527154,0.0023860398,0.14034781,0.0016462326,0.0017309523,0.0016981224,0.0009490653,0.0023847944,0.0025722063,0.0021036363,0.0014522895,0.0012562466,0.00076157064,0.002617601,0.0022852242,0.001299638
FOXL2,0.022176871,0.021537174,0.028689422,0.03418393,0.035311326,0.024334548,0.0329385,0.035252348,0.028388789,0.027859857,0.0323438,0.0308232,0.038345885,0.040076524,0.027967405,0.029367382,0.028245421,0.03117931,0.03403611,0.034730498,0.025498418,0.02844663,0.038770713,0.03026074,0.03184815,0.028120352,0.024978984,0.02870843,0.05257147,0.027689112,0.032692797,0.032625902
FOXP4,0.028120939,0.029539606,0.036491297,0.029191028,0.032588203,0.040808033,0.03051629,0.03331719,0.031872414,0.03793143,0.034530193,0.0220085,0.03276572,0.033253796,0.030801592,0.035521016,0.03670407,0.036175665,0.03127035,0.028619628,0.022204544,0.02611108,0.03158003,0.027917672,0.035541326,0.028497396,0.03276657,0.03115112,0.02935768,0.028513419,0.030248886,0.024083313
GATA2,0.037458453,0.031221723,0.023683289,0.023151418,0.01892826,0.018231582,0.14887367,0.031379636,0.024122952,0.020483099,0.023072477,0.01959145,0.034599587,0.025341565,0.028779877,0.04246092,0.02511091,0.022102915,0.044108275,0.025144102,0.030923916,0.022876391,0.030124588,0.022700876,0.023255253,0.035461266,0.0445818,0.025399381,0.026938513,0.021911928,0.02216903,0.025810892
GATA3,0.028704593,0.035804607,0.030512238,0.029820954,0.035629734,0.02496088,0.035120647,0.038984027,0.027170071,0.031213343,0.028664066,0.036362194,0.04261336,0.02803452,0.026345769,0.035785176,0.026961533,0.030793125,0.046661567,0.02676062,0.030310452,0.024593297,0.020873237,0.025928581,0.042915974,0.025405807,0.041401513,0.026978929,0.028189909,0.024925202,0.03736194,0.024212135
GATA4,0.030419877,0.04061869,0.024992175,0.030966282,0.056955233,0.024572488,0.04105527,0.030721484,0.03342108,0.02627217,0.018518582,0.026029019,0.03083343,0.031658437,0.02920481,0.046657667,0.02549528,0.027506756,0.037445232,0.01816145,0.029859127,0.028188322,0.04214831,0.029626993,0.05094445,0.025521602,0.03193237,0.03125427,0.024969943,0.031496726,0.017507022,0.025045503
GATA6,0.04912219,0.042397942,0.03845198,0.032015562,0.057131603,0.029388716,0.03155228,0.026379602,0.03550928,0.023928335,0.038455423,0.023279866,0.026673846,0.029078575,0.018343057,0.04086275,0.028693821,0.034538783,0.032130003,0.014810582,0.02294059,0.017141324,0.028680118,0.02382011,0.063908644,0.030173395,0.039291885,0.033704918,0.022754215,0.029258817,0.0,0.035581827
GFI1,0.02124932,0.036242552,0.0003808363,0.031344544,0.03118352,0.030908568,0.028236361,0.027713932,0.028006969,0.043105993,0.045032747,0.03006947,0.029350318,0.026956508,0.039954975,0.026843572,0.03166045,0.028371772,0.02753089,0.037205577,0.043775827,0.030021075,0.033768702,0.042682182,0.026339127,0.030881431,0.023453265,0.049181774,0.02906098,0.029529033,0.032441113,0.027516618
GLI1,0.029151374,0.025496503,0.021341292,0.052561074,0.09461446,0.0383695,0.019225243,0.0156648,0.015071435,0.020378564,0.032423813,0.01358043,0.029833136,0.017434346,0.021607148,0.025585499,0.035547968,0.027390236,0.028396778,0.037627134,0.027019829,0.027501654,0.02644879,0.038815778,0.042806122,0.02130219,0.027481703,0.03342556,0.013092674,0.025048073,0.019680886,0.09607598
GLIS3,0.042117015,0.03793497,0.08838335,0.06308054,0.032519583,0.019646337,0.031182546,0.026491638,0.04908197,0.020534959,0.014387869,0.030447224,0.03678991,0.05429179,0.022767164,0.030436154,0.026120147,0.016341332,0.025466884,0.015977992,0.03164901,0.026292564,0.032182153,0.018935848,0.018916026,0.0129257655,0.032894168,0.03247923,0.022295725,0.02823255,0.037389196,0.021808399
GSC,0.019733677,0.02705736,0.05189194,0.02340365,0.033594284,0.029363753,0.029236544,0.039530355,0.03835913,0.040854078,0.033615563,0.028524367,0.029051468,0.028924886,0.02789883,0.024015857,0.03500538,0.032648336,0.031231333,0.024565393,0.032908242,0.031286802,0.029851915,0.03219367,0.02797817,0.02646512,0.030354585,0.031008605,0.026046582,0.037283488,0.02782137,0.038295273
GSX2,0.02932787,0.026840242,0.050237563,0.034836266,0.03301304,0.012243668,0.029932588,0.030887268,0.030617092,0.026198613,0.052583884,0.026738405,0.03209214,0.031269632,0.032470882,0.02817316,0.034915265,0.028626326,0.033409085,0.029779052,0.02443257,0.037254028,0.029254915,0.032062914,0.026164578,0.020277604,0.035444457,0.032013576,0.028497096,0.046452858,0.02871585,0.025237562
GTF2B,0.019639308,0.01825911,0.029364113,0.05313631,0.020495588,0.021470103,0.021718863,0.06760592,0.021139571,0.021971326,0.017297799,0.025036791,0.020211842,0.020080099,0.01965288,0.040055998,0.02126032,0.017096227,0.041449234,0.020993635,0.020286798,0.019813202,0.020120386,0.019716151,0.10598236,0.013365176,0.018675683,0.09603732,0.017331665,0.018641979,0.09461303,0.01748112
HAND1,0.005159373,0.021114845,0.0083863465,0.10458066,0.0062074875,0.017170504,0.024627548,0.0059092385,0.0042457995,0.007900456,0.013853122,0.03449925,0.123521,0.010415916,0.10334231,0.008951851,0.01774703,0.0056999135,0.007934517,0.17688432,0.010462868,0.06332585,0.0071297563,0.011616205,0.010336214,0.01095175,0.009026914,0.008086469,0.005495484,0.0052972855,0.10230977,0.04781001
HELZ2,0.018807927,0.04092538,0.026256809,0.036903758,0.038617477,0.029008755,0.03421258,0.0354096,0.038131524,0.012127254,0.015822316,0.03090988,0.053898808,0.045796826,0.020260477,0.053341158,0.036462333,0.032578252,0.054314043,0.015283391,0.02849702,0.021560382,0.03136349,0.027937964,0.031081513,0.033523455,0.032829233,0.03517116,0.01467418,0.029819217,0.02041289,0.024060864
HES4,0.215741,0.0025548658,0.002507331,0.0021888884,0.0044983923,0.0031295733,0.0039700055,0.0043426403,0.0038348606,0.004136392,0.11934234,0.04389326,0.0039260206,0.004990822,0.003925295,0.0036026621,0.004429581,0.004287492,0.004318968,0.0039002548,0.003688985,0.0044408482,0.0046831677,0.508014,0.0042819194,0.004143268,0.004425367,0.005083994,0.0033785792,0.0037711503,0.0056296727,0.004938394
HES5,0.014698566,0.031355876,0.034959212,0.030368077,0.03199298,0.02860797,0.030405108,0.029912936,0.032490693,0.03125032,0.03187622,0.03644925,0.026001548,0.034753956,0.03687973,0.03655078,0.027043764,0.032401104,0.030575933,0.027891058,0.031913422,0.032404702,0.029269714,0.034326516,0.03284051,0.03384388,0.033263408,0.038560934,0.029874003,0.03085907,0.023296649,0.0330821
HES7,0.013973012,0.015200335,0.022939492,0.030355165,0.04233628,0.024942184,0.030447623,0.020861784,0.02156485,0.026034545,0.028670238,0.024614831,0.037329298,0.032084435,0.033559833,0.0385577,0.052758623,0.038136482,0.048429202,0.028378932,0.034326073,0.033650924,0.03237826,0.027094964,0.03235305,0.025313448,0.042837173,0.03140443,0.03045677,0.027067114,0.035635896,0.03630702
HHEX,0.027397119,0.02761089,0.027453568,0.030773886,0.027670678,0.039585434,0.038395472,0.029598858,0.030309217,0.0231295,0.04536971,0.026158711,0.03595329,0.024390284,0.029394964,0.03819774,0.02337312,0.02476477,0.039683912,0.025562966,0.024478981,0.026747864,0.052166585,0.027752258,0.036239654,0.030705184,0.028501585,0.022861026,0.03929392,0.028187692,0.045426145,0.022865064
HIC1,0.028226027,0.021017889,0.088610955,0.023166355,0.0446625,0.10685624,0.04823593,0.028893279,0.016821874,0.02693646,0.018987995,0.014716328,0.018374415,0.02334186,0.024639485,0.022065233,0.08010773,0.0786686,0.013020472,0.017164871,0.029385896,0.023721956,0.019649073,0.02775582,0.014180548,0.009522644,0.0312577,0.020229705,0.016738601,0.026112596,0.017087325,0.01984364
HIVEP1,0.029746795,0.039905578,0.027643397,0.027724003,0.023080535,0.026798533,0.034553453,0.026739242,0.024946932,0.02987486,0.036524396,0.031172412,0.033439826,0.042612527,0.030914271,0.034086484,0.026255857,0.027740588,0.04645586,0.034305412,0.035909276,0.03302619,0.027724983,0.028709626,0.030587504,0.02380927,0.030550005,0.030982254,0.031482294,0.031104846,0.03225122,0.02934156
HMGA1,0.06948996,0.1569999,0.017174931,0.06829962,0.016835002,0.016989121,0.012803243,0.015041289,0.059441667,0.01898215,0.016545165,0.013406466,0.09017235,0.015238755,0.015654404,0.01759146,0.08667604,0.02081143,0.017592343,0.011953851,0.014002337,0.04236581,0.02300375,0.016122505,0.015268958,0.014889805,0.02913889,0.018592298,0.016682241,0.014110821,0.02170805,0.01641537
HMGN2,0.019467615,0.15124282,0.0256982,0.021303032,0.02053862,0.020854555,0.038866993,0.024582267,0.025757536,0.03974572,0.01868352,0.024211891,0.021333683,0.029990166,0.021324743,0.027374832,0.046026476,0.025695415,0.027875392,0.021808954,0.02020094,0.025319843,0.019275555,0.026182225,0.016112486,0.02613028,0.020404972,0.022067092,0.031801634,0.039492566,0.06307667,0.037553318
HMX3,0.032404795,0.027806707,0.01956215,0.02998427,0.034758553,0.029971277,0.027139796,0.03398095,0.03667186,0.027892157,0.03207664,0.035680015,0.022930084,0.033418093,0.028901745,0.031525895,0.024891429,0.03032183,0.03463095,0.03174423,0.033589948,0.034059078,0.027514134,0.032658126,0.02552408,0.029005513,0.052435588,0.026031826,0.031339988,0.03405929,0.032402273,0.035086744
HNF1B,0.019565055,0.25118268,0.020356996,0.036958754,0.047290146,0.018449066,0.02371863,0.022574268,0.024099845,0.013842135,0.0,0.019428244,0.04017612,0.015891934,0.0232197,0.032113362,0.021674812,0.020986114,0.01951687,0.012366677,0.020209545,0.041020136,0.027484909,0.017481066,0.012101292,0.032122955,0.013862879,0.024292635,0.038768765,0.0175329,0.05642938,0.0152820805
HNRNPAB,0.027703816,0.025918579,0.035435703,0.02327861,0.033310518,0.033187915,0.04603574,0.030293394,0.031418066,0.032857254,0.034177333,0.033027694,0.031372588,0.030796314,0.03130641,0.034557655,0.027687842,0.029359546,0.023503462,0.022967665,0.03954954,0.036652666,0.023292264,0.039411627,0.03335961,0.020942729,0.034698583,0.03338908,0.028312687,0.025953412,0.03368098,0.032560743
HOXA13,0.034779336,0.043982524,0.034260333,0.043361507,0.069235474,0.022539156,0.03177515,0.02129733,0.016733786,0.020518575,0.028352894,0.064792566,0.049582683,0.025051538,0.024560101,0.035452407,0.022596883,0.023137204,0.05370806,0.023229608,0.02369674,0.022661705,0.031709477,0.02393721,0.041400544,0.01728598,0.017890831,0.019431312,0.021948326,0.024223473,0.042991824,0.023875494
HOXC9,0.0942815,0.04572639,0.1636163,0.015346854,0.016409852,0.020282263,0.016637603,0.02192613,0.018577369,0.038044028,0.017793033,0.027595924,0.023297945,0.06504187,0.017660085,0.02099083,0.023753483,0.016736954,0.024078894,0.016415553,0.030891089,0.020470632,0.034233335,0.017197642,0.022274265,0.056497686,0.014990329,0.015740076,0.01842585,0.015691735,0.031499796,0.017874682
HOXC13,0.017252944,0.025230223,0.036183994,0.032455985,0.028754128,0.038358346,0.028087284,0.03390523,0.030319229,0.03257204,0.030253733,0.033196162,0.028157687,0.033072256,0.02784991,0.029029306,0.031562034,0.0364043,0.037586674,0.028977038,0.030694405,0.03361077,0.032884005,0.035210475,0.03261813,0.03005965,0.029746871,0.03330428,0.029288454,0.036905658,0.025575884,0.030892977
IFI16,0.0047324123,0.050952382,0.026163986,0.004907046,0.04404325,0.17528099,0.0041636983,0.07719609,0.0069812145,0.0040258593,0.0050814515,0.05006833,0.0059457943,0.02034001,0.05941246,0.0063220127,0.107061215,0.005134941,0.006112451,0.0040854868,0.004449729,0.007912633,0.16768068,0.005866938,0.004449901,0.114034906,0.0052901907,0.005069024,0.0040773246,0.0047651175,0.003980175,0.0044123316
IKZF2,0.028605035,0.027410623,0.03656839,0.029569456,0.024055934,0.03243381,0.036896504,0.03284757,0.032815713,0.03967181,0.03269312,0.026063321,0.03355473,0.029832534,0.02882328,0.032570098,0.0301788,0.029475918,0.035317052,0.032972638,0.029695747,0.029516602,0.032500267,0.027269503,0.032426864,0.032697015,0.030959943,0.03144323,0.029593138,0.03178699,0.027187357,0.03256701
IKZF5,0.043604814,0.029224945,0.022036212,0.030644184,0.028858822,0.06134267,0.026588425,0.025821693,0.022629777,0.025177086,0.034684103,0.025802929,0.030916546,0.04034323,0.030567525,0.02565496,0.042219054,0.028632717,0.038661607,0.028257102,0.029174732,0.02636069,0.032944337,0.028384915,0.035795864,0.026310517,0.033667926,0.027257636,0.03455169,0.028360942,0.029318916,0.026203455
INSM2,0.029664978,0.026915548,0.030586375,0.02792107,0.022982495,0.026344156,0.033074144,0.032168232,0.036150336,0.03311636,0.04032631,0.035611738,0.030251289,0.034093402,0.022776175,0.03156878,0.022081163,0.032723814,0.045322638,0.03210633,0.036214624,0.032561958,0.02876871,0.030046051,0.033049356,0.030604886,0.029614357,0.029676592,0.034595158,0.02765141,0.032602895,0.028828666
IRF1,0.041317828,0.030492365,0.038561735,0.033806432,0.031461693,0.023092033,0.025711613,0.08248437,0.0,0.0,0.114593334,0.045661986,0.05060906,0.026951535,0.026717944,0.043405924,0.02399721,0.02452564,0.030664632,0.024419842,0.0297233,0.040952418,0.014490177,0.06539351,0.025183642,0.0,0.027645664,0.019329097,0.0,0.029315304,0.0,0.029491737
