perturbation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31
IRF4,0.015892085,0.022303516,0.04465757,0.018613676,0.020971552,0.015622861,0.023304509,0.055651616,0.019875854,0.034380745,0.071165964,0.021521412,0.092951566,0.06457008,0.025192456,0.019823413,0.015582098,0.06554124,0.020503225,0.019563109,0.017065365,0.017381845,0.015940102,0.029140739,0.023736652,0.017015917,0.017209547,0.016618147,0.04132312,0.03926016,0.04099305,0.036626797
IRX3,0.024574509,0.030015497,0.032970935,0.031801,0.030486356,0.032135606,0.033995558,0.039863206,0.030429734,0.027190797,0.026119601,0.029616904,0.03130356,0.034231387,0.031930495,0.030255795,0.035669547,0.031373274,0.03196592,0.031006096,0.027656643,0.028516902,0.032980748,0.03433147,0.031644132,0.02643118,0.032108497,0.03057523,0.03421397,0.033191714,0.03152694,0.029886791
JDP2,0.0290627,0.006111204,0.055297688,0.16123271,0.011770342,0.011048824,0.012013511,0.05420663,0.088707864,0.011730883,0.023808219,0.00863026,0.02968362,0.014227063,0.027901152,0.0133235445,0.011897565,0.012635132,0.012875959,0.011216384,0.105622634,0.012976536,0.010903839,0.018891132,0.15367566,0.011987728,0.012800851,0.0110448385,0.011310657,0.015162034,0.015527722,0.0127150975
JUN,0.03158078,0.016564727,0.032807514,0.032330103,0.03699025,0.029371183,0.04047745,0.03193792,0.029354092,0.027891107,0.032640688,0.036169544,0.03804157,0.028851898,0.029884452,0.03037521,0.03820893,0.03129547,0.035815,0.03723365,0.026774215,0.032534823,0.036403097,0.031062104,0.023072554,0.025428046,0.029466553,0.027159255,0.027205847,0.029982854,0.03083258,0.032256506
JUNB,0.023223411,0.028894696,0.03079803,0.03163626,0.030118838,0.026007054,0.030762745,0.03532074,0.026187217,0.018498512,0.03041787,0.028941222,0.02892883,0.032822408,0.022673476,0.03630763,0.028495919,0.032675073,0.046027698,0.034596503,0.042615402,0.019774893,0.038084082,0.035004176,0.029969564,0.027930804,0.032003045,0.026681207,0.04551438,0.033299334,0.039528433,0.026260564
KLF2,0.043222893,0.01603552,0.04614504,0.033984985,0.026477182,0.033051368,0.021727573,0.03289598,0.016850991,0.027163915,0.025704602,0.03144131,0.083954416,0.025151877,0.019697316,0.026589775,0.024647275,0.03285096,0.052673377,0.0281054,0.028059147,0.026788313,0.03134052,0.022966567,0.028580882,0.0558349,0.023204984,0.033993848,0.024189543,0.025055183,0.025379587,0.026234752
KLF3,0.02405591,0.021696784,0.064243056,0.01769272,0.03720031,0.025335131,0.021697965,0.06164138,0.022059603,0.044935636,0.018221289,0.10099101,0.022232847,0.026228623,0.026947144,0.01795032,0.019667882,0.03158431,0.019483902,0.015798878,0.034214422,0.028776772,0.01477339,0.020310527,0.02697764,0.018172227,0.024264973,0.023027224,0.021561481,0.065631375,0.018691873,0.06393341
KLF5,0.02740684,0.05574784,0.19358714,0.037932165,0.037276607,0.024863139,0.023460008,0.025309822,0.01588495,0.012362315,0.01435519,0.021723885,0.0229324,0.02012353,0.013926215,0.019358108,0.022915488,0.023609485,0.029556531,0.026626986,0.08214413,0.052341152,0.024189305,0.022100475,0.011377923,0.027216367,0.022646207,0.015795691,0.017371383,0.016544163,0.020671451,0.018643036
KLF8,0.012987196,0.015401992,0.029464785,0.019855356,0.03706495,0.019824963,0.020537557,0.06801289,0.048427235,0.035617128,0.022553494,0.07134322,0.027624782,0.025323093,0.031995427,0.034001797,0.02297373,0.026211638,0.022109836,0.01676569,0.039031073,0.04060536,0.022985835,0.030261867,0.029158857,0.021767534,0.027560731,0.03696174,0.02135871,0.03702185,0.018544177,0.06664554
KLF15,0.0246829,0.032623947,0.025765583,0.031594068,0.02955154,0.03268747,0.027451161,0.019401144,0.029945903,0.029314097,0.026419038,0.027667416,0.032763105,0.07477809,0.031000275,0.031921845,0.025822846,0.0333398,0.034894254,0.029784225,0.028902356,0.03984818,0.026780847,0.02670403,0.023539502,0.038904138,0.030535005,0.0301567,0.029557094,0.035484377,0.02857055,0.029608464
KLF16,0.033973828,0.033549644,0.031811006,0.02760662,0.03041205,0.030613333,0.031190665,0.03505874,0.03401311,0.027384475,0.035357036,0.031298302,0.02753832,0.029460752,0.0327215,0.030803822,0.03235866,0.032237493,0.027220385,0.03016421,0.02965944,0.030645045,0.033039354,0.028378192,0.028375886,0.031433262,0.03431945,0.033317067,0.03104785,0.032408003,0.03068023,0.03192218
LBX1,0.023802882,0.029428413,0.03696451,0.033424377,0.026803713,0.036363132,0.018896362,0.036041718,0.035773605,0.020646513,0.041710187,0.035228364,0.033678014,0.022730323,0.027995827,0.03388108,0.026943859,0.025054686,0.027603703,0.03361802,0.027622508,0.031249357,0.026418805,0.031965826,0.049692955,0.022612417,0.0376642,0.04062946,0.02981647,0.040170733,0.029866733,0.025701273
LHX2,0.02852813,0.027518513,0.042061005,0.023617715,0.027292835,0.03597349,0.034628216,0.06074215,0.036984824,0.03485738,0.031043379,0.02550479,0.04620254,0.019485097,0.027854452,0.03146933,0.033184208,0.028190669,0.025275454,0.037953075,0.029136218,0.03594071,0.031212687,0.027737312,0.022692805,0.030253882,0.019102858,0.021695726,0.022876265,0.033052858,0.03905465,0.028876796
LHX4,0.025491543,0.03277636,0.10527987,0.025619956,0.030339146,0.026075356,0.02078315,0.02956772,0.025855875,0.0361453,0.020033658,0.026215756,0.02844092,0.058137752,0.031845927,0.02889742,0.027984083,0.02816251,0.027779037,0.038556047,0.026508382,0.030563138,0.026820878,0.028012324,0.030672753,0.024553241,0.019947141,0.044648316,0.022986162,0.022950906,0.024069557,0.024279848
LHX6,0.021497997,0.04711217,0.091686,0.023326017,0.02573739,0.022619525,0.0223068,0.02429693,0.023514135,0.023549594,0.023544764,0.030284923,0.05749713,0.028458936,0.023236332,0.024624942,0.029816415,0.02999036,0.025359064,0.022433069,0.023794606,0.019723017,0.024259867,0.09643952,0.027737213,0.026882896,0.02801835,0.025838401,0.02498397,0.031199628,0.026356729,0.023873337
LHX9,0.035360996,0.023125445,0.02105061,0.028427305,0.06886765,0.036715884,0.023326384,0.024287213,0.03439623,0.021242496,0.023733946,0.025321713,0.035034344,0.017295089,0.022673696,0.021203574,0.044986222,0.021280719,0.16455145,0.03294336,0.023366276,0.023118744,0.023676313,0.022908896,0.027816623,0.018917449,0.01964097,0.023763623,0.021474125,0.02092381,0.022030434,0.02653839
LYL1,0.057010114,0.024790902,0.031693842,0.018486952,0.018819349,0.029603513,0.032566685,0.03378826,0.035702497,0.016590308,0.025816148,0.019631501,0.056485973,0.031109255,0.026883578,0.029881699,0.026376793,0.022492904,0.077610016,0.031975824,0.02691476,0.029158808,0.030119888,0.041106235,0.040803824,0.029494805,0.025951097,0.028724194,0.0315562,0.028556207,0.020601405,0.019696478
MBD4,0.06474525,0.112480976,0.08420898,0.016050467,0.012351832,0.012857354,0.054334447,0.016528925,0.0153468475,0.013273732,0.22111191,0.016185274,0.016854996,0.016595434,0.017731197,0.018695757,0.01416177,0.015720455,0.018929264,0.042931296,0.016146434,0.017129557,0.0146488,0.015590396,0.017202,0.017708395,0.016414685,0.018488532,0.014954669,0.017452726,0.017178813,0.015988888
MECOM,0.028194046,0.026777683,0.033194285,0.032920644,0.033298142,0.0411053,0.037230074,0.031407434,0.033975057,0.02673612,0.026367756,0.02555033,0.028395269,0.034806453,0.023740187,0.028764123,0.032635566,0.034731604,0.027001582,0.03884314,0.03188705,0.040674463,0.022073863,0.029206993,0.03564809,0.032245845,0.017364841,0.03327246,0.02729824,0.04084303,0.027570855,0.036239475
MESP1,0.018384887,0.098452255,0.017277608,0.017187417,0.018720534,0.014712306,0.15050781,0.015970841,0.06501014,0.1847163,0.013273893,0.01117645,0.01654643,0.023079237,0.016439898,0.015364399,0.017280595,0.014294804,0.019209847,0.010170315,0.021934858,0.028070265,0.019516118,0.016786488,0.01755547,0.004860362,0.017685,0.048980862,0.015487854,0.020410582,0.014638407,0.016297799
MKX,0.02927416,0.02392057,0.033586092,0.027421495,0.035211265,0.027931517,0.03587251,0.028116386,0.031590488,0.033330496,0.024756135,0.032900196,0.030811774,0.029925859,0.030577088,0.033741806,0.043687183,0.030669788,0.032330323,0.03322184,0.028251046,0.03321077,0.028842125,0.040678646,0.02999731,0.03793179,0.031376887,0.029708803,0.027047586,0.028412288,0.028836967,0.026828783
MLXIP,0.019374145,0.03095228,0.027705552,0.026521912,0.035164244,0.034105375,0.026952425,0.03196277,0.032602586,0.038720556,0.03226288,0.030090366,0.030587804,0.030872295,0.03732737,0.026729016,0.034044053,0.033222795,0.029388303,0.033100355,0.034416713,0.033419173,0.024928855,0.029167365,0.029253243,0.033253077,0.028051713,0.036676776,0.028588105,0.035010252,0.029692188,0.0358554
MMP3,0.27139992,0.000265545,0.5910783,0.00026482443,0.00020260114,0.00022712075,0.00025635096,0.00027432642,0.00019902315,0.00033083497,0.023355352,0.00024486144,0.00021543147,0.00022440641,0.00021371634,0.00028008665,0.00031353103,0.0014660074,0.059193503,0.0003004511,0.00021508825,0.000298401,0.0465081,0.0002837873,0.0003023759,0.0002815082,0.00030197363,0.00045079223,0.00023586923,0.00028788057,0.0002474093,0.00028067513
MNX1,0.024201099,0.024525015,0.023707388,0.025137547,0.023730906,0.023142098,0.0347694,0.031157728,0.028509585,0.029854264,0.021699905,0.03378956,0.054310337,0.025375385,0.026303437,0.042751387,0.0238636,0.042928874,0.03205407,0.03073528,0.04083737,0.030566955,0.02935728,0.028254703,0.03103311,0.04437134,0.032069493,0.040934797,0.030921623,0.03060356,0.030540444,0.027962396
MXI1,0.023900265,0.02298461,0.028778048,0.040393643,0.022193603,0.020291599,0.036556404,0.04349595,0.03453298,0.025561247,0.024663411,0.030358797,0.04271501,0.03632002,0.028434468,0.052301776,0.03032585,0.032400608,0.05822264,0.025664393,0.03023835,0.026800886,0.023715505,0.021017011,0.032151442,0.02386594,0.038425718,0.03834898,0.029736083,0.028953785,0.024874514,0.02177643
MYBL1,0.024948632,0.029502286,0.027621543,0.036987133,0.030672725,0.023288729,0.027897399,0.027483575,0.030577756,0.03094111,0.029117294,0.027905066,0.038201086,0.034788784,0.032722656,0.03542056,0.027308267,0.03401513,0.052810222,0.025619397,0.026677908,0.032450657,0.03204984,0.030657396,0.03219264,0.0351379,0.03592017,0.030212982,0.02790378,0.03033297,0.031380627,0.027253823
MYC,0.025563836,0.029767208,0.02645541,0.04890745,0.015458947,0.030555649,0.05516852,0.035525408,0.042467277,0.021275947,0.03372192,0.02136844,0.04180351,0.020102888,0.032473136,0.050082497,0.016467113,0.016749188,0.043587834,0.033295933,0.054610893,0.015091309,0.029538754,0.027173394,0.039366692,0.040050693,0.031663325,0.031055108,0.020110141,0.027579824,0.022094568,0.02086721
MYCN,0.009714909,0.018533057,0.028930172,0.025046043,0.020119049,0.029934492,0.04083157,0.03419778,0.028240766,0.026431622,0.032191526,0.026895672,0.0493694,0.026390817,0.028626705,0.048080284,0.03280902,0.03284108,0.04665994,0.032259908,0.037001066,0.030254135,0.02706144,0.027202383,0.029237986,0.03153723,0.034930587,0.04381733,0.027949419,0.029870657,0.026614396,0.036419574
MYOD1,0.03458458,0.031208964,0.032957286,0.03162903,0.028245073,0.031109689,0.029029017,0.029542822,0.027539924,0.028656418,0.033762313,0.037182882,0.03659701,0.041144643,0.028636094,0.03385211,0.028664343,0.046672855,0.029712664,0.031234158,0.032598242,0.032614626,0.02846889,0.024439769,0.030722018,0.022800837,0.022902306,0.023934072,0.029847851,0.034343943,0.034199234,0.031166313
MYRF,0.049007785,0.060323264,0.03239263,0.01577181,0.021079894,0.017605986,0.02419067,0.017451825,0.047216225,0.02994678,0.057545282,0.029403064,0.019198574,0.027573643,0.023955602,0.099907175,0.025904994,0.028831786,0.024165248,0.02692245,0.019783901,0.018820165,0.09095345,0.016385112,0.02738237,0.018806882,0.025468947,0.020484947,0.020917365,0.019562729,0.01796127,0.025078192
NCOA3,0.053675156,0.06825292,0.027108438,0.022601392,0.021883603,0.019817721,0.02178386,0.024658028,0.020831674,0.028669743,0.024971992,0.023766445,0.032091323,0.02028226,0.022172812,0.02124364,0.024393048,0.02032194,0.0501053,0.021164097,0.09428752,0.025582673,0.051900797,0.02780167,0.020187816,0.03228414,0.013009235,0.026877517,0.036084056,0.059552886,0.023431217,0.019205047
NEUROD1,0.035694566,0.021996982,0.022793092,0.063976124,0.028401904,0.026635848,0.02785346,0.029354108,0.028138947,0.035909496,0.03431775,0.033603508,0.03760981,0.03165615,0.034607347,0.034627404,0.024073426,0.025963977,0.028560452,0.031435568,0.037035044,0.034488276,0.028589047,0.031937275,0.033545196,0.02914632,0.028611615,0.021886833,0.02464434,0.024889069,0.03177336,0.03624369
NEUROD2,0.030616855,0.036401704,0.049371064,0.03312634,0.03585068,0.024128081,0.03463316,0.02806252,0.03013745,0.032080147,0.050662044,0.02417266,0.024263885,0.028769229,0.031298336,0.027274147,0.03287951,0.023000127,0.024856977,0.030737156,0.034054212,0.033021104,0.027298288,0.03731742,0.03800252,0.04044045,0.028227344,0.023843154,0.02439332,0.028358854,0.025070677,0.027650556
NFATC1,0.039667055,0.013738876,0.016630232,0.041590247,0.0039166654,0.022041423,0.012639992,0.017264435,0.016156103,0.12736982,0.009822759,0.014225069,0.028540114,0.013552178,0.016344005,0.06324388,0.073719904,0.06501393,0.021371052,0.011355208,0.0054682414,0.02025897,0.08632233,0.097310916,0.019017264,0.012453467,0.0,0.06111826,0.016878411,0.012977333,0.0152494395,0.024742346
NFE2,0.026554484,0.025787612,0.031359244,0.02616135,0.021602951,0.03335416,0.019116268,0.030793354,0.028531892,0.03019281,0.027157424,0.036558673,0.030108364,0.027847625,0.030762864,0.03732026,0.033312075,0.035403978,0.03363327,0.031213015,0.03192971,0.03782964,0.04507794,0.024648357,0.024995012,0.026826724,0.02677288,0.045761384,0.030020554,0.03256213,0.039799176,0.037004802
NFE2L2,0.050327454,0.010495771,0.03437826,0.024289545,0.008891965,0.010300711,0.011391774,0.098413095,0.014727561,0.019136617,0.08189152,0.010428667,0.015086092,0.0067080883,0.047000654,0.008638769,0.09707386,0.045923438,0.031249082,0.017406847,0.018995777,0.008753972,0.012061774,0.15133828,0.04069969,0.039355885,0.014640043,0.007755097,0.03393019,0.009729443,0.008274797,0.010705304
NFKBIA,0.080120504,0.0066701476,0.20993479,0.0071465136,0.0072140438,0.26361272,0.007706762,0.0055668466,0.008184374,0.029586747,0.03504622,0.0548465,0.0063063214,0.0057245507,0.0075970623,0.0059262575,0.019069646,0.0078793075,0.00598242,0.123608224,0.008788144,0.006221084,0.00551848,0.0056199622,0.004996492,0.007624764,0.007094984,0.007800958,0.00603256,0.0075892117,0.020620942,0.014362519
NHP2,0.017302318,0.041203152,0.016348049,0.025962792,0.027288053,0.020408683,0.016144983,0.029932741,0.023183614,0.12021892,0.04985504,0.05300862,0.020301051,0.020356996,0.022910027,0.022464987,0.022807319,0.02681044,0.023526818,0.09862545,0.019711949,0.023751331,0.034265064,0.022838082,0.022616683,0.01760396,0.023866145,0.024350004,0.024241984,0.02739129,0.03099149,0.02971189
NKX1-2,0.02976773,0.031746883,0.027603908,0.029452346,0.027351506,0.03052471,0.031431194,0.034081418,0.032400906,0.030470239,0.029313222,0.026520547,0.036050167,0.03086591,0.028824495,0.037575494,0.034924377,0.050173298,0.03171361,0.029281007,0.029106997,0.033798855,0.026767937,0.027351784,0.02833533,0.024916476,0.02992311,0.028589677,0.030770734,0.03869753,0.028819626,0.032848973
NKX3-1,0.029683243,0.034016512,0.022380238,0.04294365,0.035764083,0.02142893,0.05267439,0.026719786,0.022405472,0.021091983,0.007934647,0.04277733,0.036351204,0.021798624,0.03295716,0.029761324,0.021394204,0.024950432,0.03389253,0.018171197,0.04078812,0.030293126,0.026605653,0.033342466,0.03174362,0.07955037,0.03395039,0.026866786,0.02956893,0.018980663,0.042386148,0.026826808
NKX3-2,0.032972813,0.01998921,0.028690455,0.030223312,0.029940275,0.027975265,0.030290928,0.033352666,0.03332941,0.021237327,0.023822255,0.026973533,0.051602136,0.030260053,0.032142814,0.038868144,0.03137998,0.025869776,0.03810734,0.029340005,0.028898548,0.03262632,0.03046723,0.034477312,0.029008783,0.02968571,0.032661505,0.038090643,0.032304857,0.030741693,0.033436254,0.03123348
NKX6-2,0.02277611,0.03067572,0.02076345,0.029413331,0.03047097,0.029486826,0.03250368,0.03309581,0.039071996,0.028188705,0.032688346,0.031191511,0.029191995,0.03777456,0.03054608,0.029889233,0.030374845,0.029239072,0.028863963,0.034247804,0.029218197,0.039343286,0.03895247,0.03838013,0.028589956,0.024955839,0.033774257,0.027923765,0.03185441,0.030257622,0.031113138,0.035182886
NME2,0.0023169846,0.0029089774,0.0028734517,0.0030075386,0.0030046902,0.0023866997,0.0028446624,0.0026202165,0.0025386221,0.0029904498,0.0025960908,0.0029570193,0.0029591464,0.0030149226,0.0028033296,0.05017593,0.055433117,0.0028030204,0.53410494,0.28431752,0.0029437891,0.0028278197,0.002903963,0.0017601788,0.0026007495,0.0021851254,0.0027260347,0.0024024385,0.002137271,0.0029000908,0.003341338,0.0026138914
NOTO,0.017936286,0.0275026,0.042483144,0.029082423,0.02717812,0.029543702,0.028300373,0.025850987,0.028138023,0.023960587,0.041460812,0.037792966,0.027503323,0.049837146,0.029979989,0.03013552,0.024755528,0.03907891,0.03709444,0.029325733,0.03411122,0.032260206,0.026932502,0.032606043,0.037714038,0.02831701,0.029374734,0.03096897,0.027309097,0.03030238,0.029899558,0.033263613
NR2F2,0.027068526,0.032924842,0.024903787,0.034540765,0.030388432,0.03235669,0.027574062,0.035300553,0.02776369,0.028389921,0.025011277,0.03724782,0.041624587,0.030978557,0.028033143,0.04095123,0.025121054,0.03614176,0.039867867,0.034095403,0.03856682,0.03374805,0.026597371,0.030277705,0.032024443,0.026529137,0.023982892,0.028953912,0.03105029,0.034859363,0.024638122,0.028487924
NR4A1,0.032056596,0.02678147,0.032009505,0.030991472,0.03440948,0.023519123,0.032733582,0.023408353,0.03223426,0.030976435,0.037493903,0.033155866,0.03764268,0.03096952,0.034637023,0.031723186,0.026254473,0.023777142,0.03166832,0.027261818,0.03372161,0.031487193,0.033254344,0.031420924,0.03434435,0.03587623,0.031415895,0.031405225,0.028521467,0.033588335,0.030377578,0.030882657
NR4A3,0.04933273,0.012464163,0.014166123,0.006655481,0.015607657,0.0067515005,0.017755475,0.1527874,0.054643434,0.00798168,0.088561945,0.0059593157,0.011959786,0.009524403,0.009314782,0.008757682,0.07255196,0.011505155,0.01226557,0.00760322,0.008203992,0.009987297,0.0,0.008943592,0.00919822,0.007244848,0.07482341,0.010472625,0.0100644445,0.10781464,0.0077836076,0.1693139
NSD2,0.02075342,0.09180867,0.022041757,0.020059142,0.018360272,0.027258644,0.14208226,0.024896665,0.020063922,0.028105808,0.018151104,0.019741591,0.034715604,0.09440564,0.017791936,0.030042069,0.02092766,0.02644349,0.029061936,0.023358738,0.021635316,0.0310768,0.01649822,0.019341007,0.026405657,0.025787637,0.020003367,0.020894013,0.016896797,0.02943956,0.019783204,0.022168066
ONECUT3,0.024304306,0.025663082,0.026333787,0.033447616,0.031294696,0.026175963,0.029945109,0.03116938,0.033984344,0.032776233,0.034772687,0.02775321,0.033163276,0.03248218,0.026699131,0.029725468,0.028867433,0.03116943,0.033859003,0.041972846,0.03366302,0.03399149,0.030093076,0.024083234,0.036409985,0.02783055,0.032106515,0.03136165,0.0314379,0.034047127,0.03441109,0.035005122
OSR1,0.030984087,0.028187871,0.024446797,0.027114585,0.030216608,0.024462383,0.022703653,0.033379626,0.03794717,0.036136884,0.031176921,0.030137146,0.033497658,0.04054966,0.024722992,0.03348826,0.025911396,0.029560272,0.027654752,0.029582161,0.032110322,0.031514656,0.032688864,0.030562712,0.031038182,0.027271202,0.0324264,0.03345429,0.04867773,0.029414497,0.03876987,0.030210437
OSR2,0.019058565,0.03021647,0.03210816,0.09076745,0.023430606,0.015050799,0.048032336,0.027601356,0.022375004,0.017895347,0.014149387,0.033882577,0.018483335,0.021196483,0.05102164,0.047263682,0.016908454,0.078952074,0.03260084,0.01589579,0.030259265,0.01291146,0.0992826,0.02494883,0.013849863,0.016006306,0.025693193,0.0136946775,0.03598254,0.01904557,0.03543137,0.016003992
OVOL1,0.03073635,0.03771064,0.029626539,0.029539626,0.031572707,0.027443437,0.033197373,0.03323875,0.017178977,0.033634506,0.02533114,0.032119714,0.040001217,0.029267317,0.033028092,0.03415881,0.028533237,0.03581782,0.032552727,0.022699703,0.037220597,0.030293249,0.029893268,0.031489335,0.029825587,0.03766633,0.032260444,0.03355275,0.029358044,0.029828597,0.027375782,0.03384735
OVOL2,0.028914385,0.028679604,0.027219342,0.024121283,0.025303723,0.029440233,0.03576436,0.02972616,0.028222628,0.032406617,0.023633692,0.029672943,0.032432456,0.035655417,0.04466581,0.040607713,0.034134954,0.041298386,0.03685263,0.027800485,0.0322412,0.027973803,0.03218992,0.037283894,0.036345914,0.023712283,0.027762612,0.03628445,0.02628172,0.030594952,0.025910422,0.026865995
PARP1,0.12455431,0.051169213,0.11271064,0.009606598,0.008945025,0.008790798,0.14666066,0.10736922,0.007519379,0.010108805,0.008252689,0.008907032,0.009448854,0.008798975,0.0060626757,0.011089289,0.012925816,0.053950094,0.009139006,0.009985914,0.010134039,0.008124494,0.009838124,0.007261929,0.007807295,0.0147548495,0.009497301,0.009517208,0.010247396,0.13266692,0.044270482,0.009884995
PAX2,0.038262017,0.031556882,0.012678282,0.048199803,0.03403197,0.015838461,0.019838134,0.04172927,0.023709286,0.025725346,0.022379069,0.023322305,0.033958416,0.06193613,0.020985354,0.04293308,0.025237087,0.02769259,0.042256575,0.024218207,0.04190139,0.039868474,0.027114104,0.029096613,0.02724372,0.012423136,0.030267633,0.03423292,0.0279685,0.046255674,0.050100494,0.017039094
PAX3,0.03259593,0.03558173,0.020125747,0.025158057,0.022380263,0.09378455,0.048675597,0.023479141,0.016552856,0.03846881,0.019780088,0.036790498,0.022736715,0.03096154,0.01683813,0.027327802,0.02482511,0.024414113,0.043874234,0.023535008,0.02715581,0.07100246,0.026742576,0.02634005,0.031597797,0.045433603,0.024721183,0.022899058,0.0212303,0.026555318,0.024987178,0.02344879
PAX5,0.036813248,0.0330996,0.02770392,0.028182246,0.030296348,0.07057354,0.031547766,0.0391807,0.011661918,0.031979088,0.01997355,0.034665864,0.027272603,0.02941723,0.032216996,0.034708325,0.021625869,0.038606443,0.05000969,0.03860141,0.025037201,0.033434726,0.01974134,0.022266373,0.015963249,0.023517132,0.025073363,0.024999045,0.06098113,0.040200375,0.022932442,0.017717302
PDX1,0.033021167,0.058353312,0.03568731,0.022730334,0.022423495,0.0384037,0.030538455,0.026375216,0.032725584,0.02553088,0.016189856,0.023414288,0.11399773,0.034026306,0.019893963,0.01865708,0.022663828,0.03925022,0.03060415,0.026081523,0.02646324,0.036044247,0.021382669,0.035304364,0.023889178,0.025873823,0.025410403,0.024266955,0.018942531,0.041890286,0.02442825,0.025535624
PHOX2A,0.023333149,0.021018242,0.019148009,0.016144114,0.024439603,0.02147022,0.029179838,0.03000393,0.027900541,0.033370983,0.033364926,0.045830593,0.0325109,0.03629577,0.027069777,0.045961265,0.04580126,0.02539224,0.048350077,0.035473563,0.021855691,0.041458786,0.03062319,0.040936973,0.029029036,0.036393184,0.029442687,0.03485984,0.024256237,0.03719938,0.027511775,0.024374263
PITX1,0.008698608,0.32747957,0.009614633,0.009608812,0.0073151146,0.016694378,0.015396245,0.007244053,0.015519618,0.015207787,0.045707278,0.0125288535,0.010952571,0.01502681,0.014239873,0.2303992,0.007984218,0.015428057,0.016807346,0.012999558,0.021848006,0.012062343,0.013295619,0.0140974065,0.014855748,0.011591782,0.008005526,0.012141524,0.012722017,0.015884856,0.035045993,0.013596584
PLAG1,0.0104421275,0.009084461,0.008496066,0.007988206,0.2539637,0.006881752,0.010246638,0.060298853,0.005526382,0.009874714,0.008776037,0.0088644065,0.017666908,0.034352574,0.0119805215,0.007937596,0.006718832,0.026641456,0.022524718,0.008938777,0.007813381,0.008011612,0.21577004,0.008803581,0.007820525,0.0067282617,0.013817064,0.007717099,0.007988325,0.009489126,0.0076128934,0.16122337
PLAGL1,0.09747445,0.0019934392,0.09204411,0.0009237075,0.10231688,0.0007646821,0.0027714442,0.019316861,0.06455179,0.003997733,0.0026376501,0.005280566,0.0022741242,0.20347463,0.06443098,0.0014877636,0.0010444361,0.0023727722,0.13407962,0.0019503491,0.00714966,0.0045153615,0.0024472082,0.0011080946,0.0015087617,0.0041191373,0.085402325,0.084985144,0.0010288506,0.0,0.0008364284,0.0017110328
POU4F2,0.03516048,0.023473566,0.03164876,0.08153759,0.05533368,0.018528873,0.03474192,0.020405553,0.032278974,0.037145946,0.033938497,0.066653825,0.06874042,0.027552951,0.029181544,0.014583445,0.02396455,0.031555835,0.027390588,0.024483588,0.03369897,0.0,0.03716198,0.021959497,0.023642745,0.030027602,0.0239831,0.018293232,0.019461606,0.024503699,0.02387897,0.025087984
PPARGC1A,0.01626287,0.018991532,0.022094358,0.02964562,0.027129501,0.02724467,0.032200787,0.028699659,0.030575322,0.032341935,0.031640504,0.029669037,0.039979145,0.02672144,0.044234566,0.036820434,0.033039927,0.025536044,0.042834748,0.03169133,0.026247866,0.0345762,0.03397087,0.037056107,0.026907267,0.021947578,0.045981538,0.037217006,0.038609546,0.023731668,0.029570552,0.03683027
PRDM1,0.021933237,0.019838471,0.026396526,0.022964595,0.023198148,0.026804013,0.030451098,0.038521696,0.024399232,0.032799356,0.027218843,0.0252733,0.030569408,0.06413218,0.025227811,0.041044973,0.038289215,0.03358053,0.035369687,0.024946548,0.02941651,0.031704385,0.03616456,0.030620696,0.025540097,0.023178251,0.02955668,0.027527392,0.024063084,0.065386824,0.026094418,0.037788197
PRDM16,0.046239242,0.028577326,0.02251284,0.017436791,0.032656044,0.025370399,0.029520681,0.0733493,0.03130881,0.059278034,0.039414324,0.02618878,0.020457653,0.026553042,0.028387206,0.031228041,0.02559324,0.022016373,0.018366292,0.024283916,0.028037805,0.031339116,0.040752284,0.026910549,0.03189111,0.031653386,0.037088677,0.03270132,0.030247414,0.024194911,0.026968218,0.02947694
PROX1,0.033710975,0.03367383,0.027728185,0.06174511,0.021030175,0.026096942,0.032949958,0.033050813,0.032550935,0.03115128,0.029578263,0.025010217,0.029508084,0.05023609,0.024228875,0.027605932,0.03937276,0.03024734,0.037020408,0.028026318,0.023613242,0.02310589,0.030110145,0.022840274,0.034526397,0.028985787,0.02665043,0.029274601,0.02679576,0.042192582,0.028786987,0.02859539
PRRX2,0.011084839,0.016195534,0.09543605,0.014408908,0.014956183,0.012841847,0.014053857,0.0111415535,0.013471315,0.06281121,0.011691694,0.030988798,0.020830344,0.015547743,0.016318558,0.027170977,0.016870666,0.049586657,0.049462743,0.014130541,0.060987826,0.019043446,0.113477394,0.012484467,0.017626617,0.012169041,0.13988037,0.047174703,0.013394334,0.014688976,0.012130125,0.017942725
PSAP,0.0114776725,0.015979044,0.017471727,0.013520123,0.15578684,0.014500005,0.012908188,0.022187717,0.06528171,0.11964496,0.08290086,0.012864064,0.013723271,0.026868196,0.026062345,0.03315338,0.035574127,0.09411816,0.01760051,0.015216134,0.0120903915,0.020777393,0.0136945415,0.009563211,0.01586408,0.014978545,0.013901837,0.014995103,0.014436081,0.012955741,0.0147314435,0.03517257
