perturbation,KNN_RMSE,KNN_Pearson,XGBoost_RMSE,XGBoost_Pearson,MLP_RMSE,MLP_Pearson,ElasticNet_RMSE,ElasticNet_Pearson
RREB1,0.11549882074181031,0.1354479847061915,0.1156423730390298,0.1247710896814153,0.1330112164941822,0.0641556328291072,0.115358841734305,0.140397531223216
RUNX1,0.18063052689866171,0.058631067348022335,0.1801736443598038,0.0686645053007868,0.2084166837560895,-0.0129962991238344,0.18013096613896,0.0699193520713216
RUNX2,0.21575694396651088,0.01791913404974426,0.214977720259395,0.0170148971490482,0.2354794448062335,-0.0088768473633009,0.214637634090955,0.0549777656741622
SALL1,0.15094349234163434,0.04479431834053009,0.1487693822114152,0.0650956199961764,0.1697427707386825,0.0438714183042625,0.148623948588063,0.0776648952390777
SALL3,0.11861534517707076,0.05835164412321294,0.1178905067446128,0.1049372266219111,0.1343721451702931,0.1140124724349002,0.11824440483733,0.0409483322378338
SATB2,0.10469105831610044,0.03863340213939155,0.1040724730149137,0.0354827802230218,0.1228893782877564,-0.0081982350980541,0.104153193933573,
SIX4,0.1585589913366576,0.004688522925084053,0.1577435187289133,0.0181113170148953,0.1889274876621556,-0.0346591326968857,0.157708372566931,0.0281527820881577
SMAD1,0.1611357687343568,0.09149216859938843,0.1609473779198328,0.0952877647962743,0.19388427593714,0.0519151739321825,0.160133094630562,0.126125202610124
SMAD5,0.17048714326857367,0.07975567278545255,0.1693229190507965,0.1136651066472751,0.1835331137567923,0.1064141630976011,0.168826537430214,0.139873034588349
SMAD6,0.1479340818970443,0.09236855025680915,0.1473809056820122,0.1217095572516242,0.1604863143655468,0.0946914617660772,0.146893196080214,0.135005695038334
SMARCA1,0.16193925356266595,0.03634566666816803,0.1629244127614542,0.0256981120122538,0.1703457730362847,0.0265856070437333,0.159512925401788,0.0405295510690488
SMARCA2,0.10877887176611273,-0.02792744898914735,0.1058607310516217,-0.0180873671902859,0.1096583707019263,0.0250010550198423,0.105763431774928,
SNAI1,0.1556285594526894,0.07971743540767591,0.1553481658183132,0.080419073283623,0.178297891530189,0.0901006684358215,0.154996382102441,0.113121813397404
SOX11,0.2757292163729794,0.07397122338369763,0.2747570814027064,0.0927720199980561,0.2910984678821517,0.0836631261464828,0.274500660248988,0.100047138442561
SOX12,0.1119509403914937,0.0813688721187384,0.1119047852411354,0.0762023584324137,0.1367419640917685,-0.0009667024602469,0.111961948499929,0.0751446362507647
SOX13,0.18387913589767066,0.025261654099838448,0.1820586148109125,0.076404496671202,0.2003045951151833,0.0407955708913076,0.182100027586365,0.080101113065297
