perturbation,KNN_RMSE,KNN_Pearson,XGBoost_RMSE,XGBoost_Pearson,MLP_RMSE,MLP_Pearson,ElasticNet_RMSE,ElasticNet_Pearson
GATA3,0.14423105022820754,0.1314701584060986,0.1432747857157452,0.163817921905583,0.1649098705358055,0.033774195551552,0.144036821277781,0.134708038965473
GATA4,0.2125310302001131,0.0816926740410559,0.2121821405314439,0.0871644712106321,0.236970585485328,0.017697615521692,0.212157704769601,0.0773312494717155
GATA6,0.23212707631327764,0.0984917477970679,0.2318575012971598,0.0752126682107125,0.276074813154118,0.0249525995828656,0.231624420618245,0.0975183022353809
GFI1,0.13983047974681662,0.037100117891582976,0.1385596012153646,0.0512755659599291,0.1750084298430881,-0.0233291055474473,0.13871556606729,0.0641500911642893
GLI1,0.2010430455439726,0.0769114226121623,0.2007092268911137,0.0390920245459024,0.2026671762343304,0.025533840076439,0.200445358275689,0.0668740579639328
GLIS3,0.15910849227970666,0.0519938769521547,0.158009043921301,0.0540699285150152,0.1738890825700891,0.0085055947370287,0.157831380049918,0.0731212899075316
GSC,0.1863556533466808,0.058935038160027195,0.1853450627364928,0.0826143125950673,0.2044115726245344,0.0135133857899486,0.185158223923255,0.100192475965032
GSX2,0.17239669660557297,0.05472732162191907,0.1718241389842302,0.0736222382056302,0.1930063966151604,0.0354342836603235,0.171746806150715,0.0727944231729422
GTF2B,0.16210203816269703,0.05476016946236082,0.1606799079461783,0.0751088533675509,0.1726068614488508,0.0511999319705014,0.160320801641624,0.083953034404513
HAND1,0.20287395548030637,0.05287470048807626,0.1947833614516318,0.0453411494472179,0.1528400082308018,0.0796939353863287,0.194373835781355,0.0576637054410734
HELZ2,0.230577350843161,0.25093866022526856,0.2272105512790194,0.2882838454361488,0.231823596480286,0.1812064315015374,0.230009797951974,0.243764971927985
HES4,0.2577387020075015,-0.012211719924807731,0.2174239587691189,-0.014874397525785,0.1674903204513484,0.0229224317068708,0.211387690948695,
HES5,0.10116808639333112,0.06028264370577504,0.1010083267972652,0.049789899274759,0.1182775169639551,-0.0195015173970663,0.101131237239746,0.0267414005839849
HES7,0.3456536083150045,0.11602520666585432,0.3450251038400167,0.1075293219937356,0.4032994078638278,0.0787062416856037,0.345544443328749,0.111972307850078
HHEX,0.20718990360149717,0.05724165375496446,0.2064229738492886,0.0786337981645104,0.2234272139992838,-0.0360579839846369,0.206834271215164,0.0475166496830896
HIC1,0.13462889326936558,0.05167983063909357,0.1343236977356402,0.0281418032110766,0.1534690828396428,0.0358605374804171,0.133842865837916,0.0462573199427961
HIVEP1,0.14979446517845194,0.08726730688288106,0.1487078339928343,0.1093737179062343,0.1705774907158642,0.0084646053894803,0.148740130630968,0.11185822558528
HMGA1,0.1923668711950966,0.033476052267129415,0.1901927736961808,0.0118676657499162,0.2009222617222406,-0.0011729432458894,0.189864306916113,0.03923515174041
HMGN2,0.17589174817595746,0.06930485097564401,0.1728336211176238,0.1024532040096582,0.1814830941633315,0.0558448626103224,0.172298221989655,0.111849644825188
HMX3,0.18206789702403697,0.01697718349142307,0.1812870850175136,0.0262625257614859,0.1921261040166973,0.0429683684054804,0.181314799252118,0.0268624557897663
HNF1B,0.3067151861592747,0.028137705947215978,0.3054791632155502,0.0746716906328708,0.3132561521491721,-0.0038149005698341,0.305096717649629,0.0538530824939379
HNRNPAB,0.46156228143375355,0.02734779972671299,0.4590915858165115,0.0605984677254239,0.478306710079083,-0.0335999582381075,0.459093784237809,0.06277282042387
HOXA13,0.2870608395358337,0.043535545668321136,0.2853226210723726,0.0287482247338403,0.2694580025499862,0.0588461467792597,0.285116407726942,0.0571276742071493
