perturbation,KNN_RMSE,KNN_Pearson,XGBoost_RMSE,XGBoost_Pearson,MLP_RMSE,MLP_Pearson,ElasticNet_RMSE,ElasticNet_Pearson,ElasticNet_1024_RMSE,ElasticNet_1024_Pearson
HOXC13,0.2667404967742248,0.021545145524183556,0.2657872762420809,0.016703058053825,0.2856044906453325,0.0323054156444196,0.26566386137425824,-0.007970169006405601,0.2657055150254182,-0.013008024102301332
HOXC9,0.1989470991746301,-0.00989854672897975,0.1985542437553778,-0.0427211168137486,0.2023364521929364,-0.0222627113835297,0.1966885867223354,-0.03741181923720083,0.1966688448474064,0.026052432507362
IFI16,0.142492823995469,0.1291354458520737,0.138427527888248,0.107495285055078,0.1438419304484923,-0.0026112033061963,0.1373014076592054,0.1369669709253754,0.137239551541699,0.146012997697714
IKZF2,0.15535654890933034,0.02186447347773211,0.1547049237946714,0.0411451297230062,0.1722109949972469,0.0124303430257754,0.15489034848804942,-0.006352162880278765,0.1547667381757408,0.05818589622447952
IKZF5,0.22145751945131323,0.0566247474186667,0.2206321836079971,0.0675704022208954,0.2361269206395207,-0.0160382693438102,0.22083869661868757,0.062037039605852606,0.220711869018925,0.0841715202171623
INSM2,0.20216214545313313,0.03705517270173916,0.2008607061125785,0.0717631327413837,0.2070054237999071,0.0479958620962529,0.2013308481804418,0.06018902492719573,0.20145377918679,0.03655692579476028
IRF1,0.21036325274171064,0.061975261372418135,0.2097345250679533,0.072106091194956,0.2362731709650309,0.0132749907350173,0.20730765407376078,-0.015164845478553768,0.2073827070538024,0.017092471425688878
IRF4,0.1911320619603081,0.03332546704664512,0.1882246384564315,0.0402085503107257,0.1982264637294106,-0.005397749993698,0.1857454177606656,0.055760879153930895,0.1859600544225018,-0.02048713099094785
IRX3,0.15651221523798717,0.01408302387335679,0.1558588501918076,0.0262281670749376,0.1741718922260494,0.0255758808801931,0.1558526396495466,0.02557386349078088,0.155875950969314,
JDP2,0.14379893846332736,0.012505302151717686,0.1416977782787801,0.0221857525717705,0.1413163648756268,0.0332931518435384,0.141084796974733,-0.018962480612964322,0.1410627210918274,-0.0034541983426522
JUN,0.13911513842064704,0.01205598055330815,0.138672901224943,0.0076322617444096,0.1592807006790699,0.0415367128956014,0.1385783168107116,0.0170495666957861,0.1385831144706942,0.0005188916776994
JUNB,0.2779785896696342,0.03852537420870795,0.2764610769326115,0.0427424342553899,0.2850377079730097,-0.0252447035023967,0.2765154179303546,0.0590573387534921,0.2767672873557916,0.0384302064191102
KLF15,0.12740599107678557,0.06782972188599606,0.1262597791120112,0.0996415787703393,0.1430808861986333,0.0424019593711831,0.1262547052658986,0.0984121934602436,0.1262536937076122,0.11190543440783118
KLF16,0.12010545049383377,0.015212393909318717,0.1195644673192039,0.0180137203848359,0.1273939988627251,0.0665946741436716,0.1196247552982382,0.00951870066029086,0.11951766846672121,-0.01425554356895635
KLF2,0.17561289029721952,0.03093480055787638,0.1750911390056354,0.0393565748988306,0.1919185542585561,0.0553883035444041,0.1750202912369388,0.04100545864907028,0.17514408388185382,0.022492736323380426
KLF3,0.12448615996753122,0.04085774493653913,0.1239854676618439,0.0228219630280898,0.1365229589283813,0.0154753855352197,0.1238723235981978,0.026917334152365642,0.1238803209836556,-0.0407554615877508
KLF5,0.15557899124644975,0.008644747906983488,0.1541735614901152,0.0105902743200065,0.1625869221383133,0.0520562701448981,0.1538756028637582,-0.017021583318069435,0.1538325104887236,0.03070590570676787
KLF8,0.10876880373785153,0.06834138469914153,0.1083771409874556,0.0476367357444914,0.1175549992526993,-0.0220077641586689,0.1085055818847938,0.037256764652795885,0.10848614096856699,0.04856159039865092
LBX1,0.21557895670099173,0.03837736851156404,0.21478994983715,0.0352498517598796,0.2350945768959242,0.0067577775604384,0.2146954386189568,0.014136804603319574,0.2147089498575386,-0.00771096272884238
LHX2,0.11255839974036037,0.06610541737497952,0.112232845098475,0.0675411064589502,0.13411466898247,0.0186009076186899,0.1120213642577774,0.0875863082220241,0.1119775891706128,0.09196230563402492
LHX4,0.1244455684763518,-0.01139644926136209,0.1236332741538761,-0.0112186750565846,0.1463361000918564,0.0128638348373465,0.1234941746647096,0.010652824607972669,0.1234452826915432,0.03814903484379062
LHX6,0.1270249798922296,0.018468605871305895,0.1263908752516724,0.0127100944730658,0.1445664756068393,-0.0261155338889119,0.1261524286109274,0.04657473389342704,0.1262696852799976,-0.0200272871114052
LHX9,0.1867833550963787,0.00719278037878672,0.1852028095855695,0.0050007603267303,0.2363842289633432,-0.0059056296556664,0.18531710834881399,0.005967707161126321,0.18529932952941638,
LYL1,0.1478714622615092,0.017229552194492962,0.1473102278326879,0.0137058658114612,0.1616734525329663,0.0276037331201798,0.14709644763030721,0.034899431493486885,0.14698136845318782,0.051903417582266444
MBD4,0.13321553406211772,0.018982892878046616,0.1318593189023579,0.00194841081187,0.1406248080556404,0.0306429162820936,0.131861156256206,-0.02067983820451914,0.1318466889308432,-0.0381183479821223
