perturbation,KNN_RMSE,KNN_Pearson,XGBoost_RMSE,XGBoost_Pearson,MLP_RMSE,MLP_Pearson,ElasticNet_RMSE,ElasticNet_Pearson,ElasticNet_1024_RMSE,ElasticNet_1024_Pearson
LYL1,0.1477488839825119,0.04206658063390687,0.1470115534360926,0.0496163720692966,0.1762363074961798,0.0567462358174208,0.14641296419841981,0.10223269231728241,0.1469460600158312,0.058689889861850496
MBD4,0.13295791443431146,0.030905208237675723,0.1318984922696074,0.0373314922057398,0.1484347154968539,0.0252210807698755,0.13168485164419638,0.02694933051018598,0.1316786625328646,0.024794926516216738
MECOM,0.21558947317537158,-0.0018571799142417602,0.2143040869849203,-0.0061660832395529,0.2417059794187005,-0.0254150020492379,0.21413561368059,6.729145376510037e-05,0.21413958822198342,0.007510230154023299
MESP1,0.0947572969937469,0.028759070239232538,0.0947176909773342,0.0006200749093387,0.1066743142523449,0.0694198419592941,0.09424698495144151,0.02105248307890792,0.09422230066536151,-0.02433628389060985
MKX,0.13755423526359417,0.07595847669442395,0.1372126594654275,0.0890609468168774,0.1553978849891172,0.0727626513467867,0.137156022228672,0.10286170949381016,0.1362210221243066,0.1495086965279182
MLXIP,0.14619102535592784,0.06612552605292302,0.1457639902624469,0.0742987366652769,0.1639007519700734,0.0465028323483356,0.1460676684276456,0.04656742931556832,0.1459956702177482,0.04852922851894405
MMP3,0.4498258812267061,-0.007279584840371271,0.3329540209856919,-0.0015470096859118,0.1380594547336137,0.0269001206673257,0.2765716470221849,0.02399320411742137,0.27660028488284777,-0.017017042340510335
MNX1,0.16681243730694756,0.08482200055842148,0.1663043070280213,0.0925723253965958,0.1872935350180817,0.0735733484858938,0.1665853997737768,0.0931603511202719,0.1660906713622082,0.11915508900417311
MXI1,0.18446467135255928,0.22786376324615998,0.1840062319830761,0.2267249237152036,0.1996068931110719,0.2021567929475306,0.1842542820499232,0.2219995574059162,0.1790211209888094,0.3202858188806902
MYBL1,0.15963461343207813,0.15674526762721666,0.1595598609972461,0.1554139249342577,0.1901445504469936,0.0618164268820411,0.1593712948243656,0.16782587329943036,0.1584319424766572,0.1995488594999244
MYC,0.18920852561168391,0.2689306646403621,0.189455744266573,0.2448465383099864,0.1934951716721718,0.2421993819538807,0.1872758323211616,0.2866219535376654,0.17503298036989562,0.44723600020728665
MYCN,0.21420589238897372,0.16267856517308735,0.2145689158123866,0.1496554823971762,0.2312324414901713,0.0781357896750252,0.2135856111471786,0.17138509750003023,0.2082964209110682,0.2784991872094094
MYOD1,0.1255846091286101,0.032122054747936404,0.12521360225222,0.0386947094275108,0.1488093182634043,-0.0115590576092322,0.1248943323501724,0.0561712622900027,0.12477258961567039,0.07299800456095558
MYRF,0.16053679108484067,0.011940934439982004,0.1594784121846573,0.057751731304157,0.1707093425058446,-0.0024934165352436,0.1594870118674194,0.02616378091678882,0.159457080790328,0.013466114248635381
NCOA3,0.1175791371416969,0.037210938228857945,0.1161823583532116,0.0764684064873156,0.1248347158302111,0.0305612243148635,0.11634654449248161,0.08475204596649466,0.1161856941766534,0.10035396469458643
NEUROD1,0.15763976704041827,0.18922699922659958,0.1560742385987071,0.2183819040255574,0.1701500622076709,0.1318845438020967,0.1555391842938244,0.23544338933669118,0.155104649622404,0.25226948491806034
NEUROD2,0.26306285470052265,0.09800237311781879,0.2615539311335423,0.1098018169850491,0.2639594631184454,0.0932062923070963,0.2604261799782634,0.14642270918565298,0.2607130322079052,0.145156221967189
NFATC1,0.15267369257234648,-0.011782101832287558,0.1516950285531766,0.0023652439622214,0.1623684458860929,0.0008234798805203,0.1514056274675156,,0.1514056274675156,
NFE2,0.14558986253644213,0.07392661072693744,0.145317557622385,0.0936916138365257,0.157889614415355,0.0562481299211018,0.1452746399887446,0.06904332494948996,0.14462312440440378,0.12107876141484679
NFE2L2,0.1933350808822488,0.14062151264896028,0.1947297981756942,0.1289244826768829,0.2770589173344207,0.1523548077158506,0.1897456451455442,0.08271336707568613,0.1875619975255844,0.19717669410200112
NFKBIA,0.16456377934644978,0.015311130371588072,0.1621725374992454,0.0140202410207108,0.1599834741820696,-0.0183714279933001,0.15977294878261358,0.0016250646360677801,0.15979900907492578,-0.00836418981355542
NHP2,0.14239864745699393,0.02563714841174585,0.1410376699579071,0.0203302778300436,0.1895386799201941,0.0838320029204911,0.140282968777579,0.02693337626375016,0.14033907365424098,-0.003062591299947625
NKX1-2,0.1469015628109979,0.03898874906509862,0.1461441088011542,0.0762047808941277,0.1708365588223332,0.0556049338663798,0.14648502647288303,0.05196485326044673,0.14614937702181557,0.08184816326069184
NKX3-1,0.20265378845757842,0.12934886378855656,0.2024259249260666,0.11942704303882,0.225102674181363,0.0939796189149391,0.20199915924342943,0.132927581938908,0.19904074548299722,0.2177415322718602
NKX3-2,0.15217755949644163,0.05180872355200951,0.1518373107812009,0.054320888702173,0.173977724117006,0.0341790585878112,0.1516442277696186,0.07364884599171724,0.1512533195873676,0.10383719691309343
NKX6-2,0.11248567938271328,0.08488957195745835,0.1122782058263938,0.0735599815426713,0.1260793953100075,0.0910404992224232,0.11229377487697541,0.07358330253634993,0.1120736522216154,0.09125491924212417
NME2,0.11981860408056771,0.06179731930751906,0.1172108280122186,0.0234747169088244,0.2116306283563689,0.067150679754841,0.108558084791107,0.0425431146496259,0.10861739416000382,0.004072608242791867
